index,Location1,Tournament,Date,Court,Surface,Round,Best of,Player1,Player2,P1Rank,P2Rank,P1Pts,P2Pts,P1_1,P2_1,P1_2,P2_2,P1_3,P2_3,P1_4,P2_4,P1_5,P2_5,P1_sets,P2_sets,year,month,set_win_pct,P1_games,P2_games,games_count,game_win_pct,p1_id,p2_id,location_id,month_id,round_id,indoor,outdoor,grass,clay,hard,carpet,bestof3,bestof5,match_last_night,games_last_night,match_win,pred_set_win
38212,"brisbane, australia",Brisbane International,2018-01-01,Outdoor,Hard,1st Round,3,Mayer L.,Harrison R.,52.0,47.0,909.0,1010.0,4.0,6.0,6.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,2018,1,0.3333333333333333,12.0,15.0,27.0,0.4444444444444444,580,365,26,0,0,0,1,0,0,1,0,1,0,0,0.0,0,0.46111124074954046
38213,"doha, qatar",Qatar Exxon Mobil Open,2018-01-01,Outdoor,Hard,1st Round,3,Donskoy E.,Thiem D.,72.0,5.0,704.0,4015.0,6.0,7.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,1,0.0,9.0,13.0,22.0,0.4090909090909091,221,879,33,0,0,0,1,0,0,1,0,1,0,0,0.0,0,0.37018934606257414
38214,"pune,india",Tata Open,2018-01-01,Outdoor,Hard,1st Round,3,Kicker N.,Fucsovics M.,95.0,85.0,590.0,630.0,0.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,1,0.0,3.0,12.0,15.0,0.2,435,275,69,0,0,0,1,0,0,1,0,1,0,0,0.0,0,0.4467194451533807
38215,"pune,india",Tata Open,2018-01-01,Outdoor,Hard,1st Round,3,Fucsovics M.,Kicker N.,85.0,95.0,630.0,590.0,6.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,1,1.0,12.0,3.0,15.0,0.8,275,435,69,0,0,0,1,0,0,1,0,1,0,0,0.0,1,0.40413422581625286
38216,"doha, qatar",Qatar Exxon Mobil Open,2018-01-01,Outdoor,Hard,1st Round,3,Thiem D.,Donskoy E.,5.0,72.0,4015.0,704.0,7.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,1,1.0,13.0,9.0,22.0,0.5909090909090909,879,221,33,0,0,0,1,0,0,1,0,1,0,0,0.0,1,0.521036008662156
38217,"doha, qatar",Qatar Exxon Mobil Open,2018-01-01,Outdoor,Hard,1st Round,3,Sela D.,Verdasco F.,68.0,35.0,755.0,1295.0,6.0,4.0,4.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,2018,1,0.3333333333333333,10.0,16.0,26.0,0.38461538461538464,804,930,33,0,0,0,1,0,0,1,0,1,0,0,0.0,0,0.39566865309665994
38218,"pune,india",Tata Open,2018-01-01,Outdoor,Hard,1st Round,3,Kukushkin M.,Albot R.,74.0,86.0,693.0,616.0,6.0,2.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,1,1.0,13.0,8.0,21.0,0.6190476190476191,485,6,69,0,0,0,1,0,0,1,0,1,0,0,0.0,1,0.4082050763813373
38219,"pune,india",Tata Open,2018-01-01,Outdoor,Hard,1st Round,3,Albot R.,Kukushkin M.,86.0,74.0,616.0,693.0,2.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,1,0.0,8.0,13.0,21.0,0.3809523809523809,6,485,69,0,0,0,1,0,0,1,0,1,0,0,0.0,0,0.43480499479823226
38220,"pune,india",Tata Open,2018-01-01,Outdoor,Hard,1st Round,3,Simon G.,Sandgren T.,89.0,96.0,610.0,583.0,6.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,1,1.0,12.0,5.0,17.0,0.7058823529411765,823,784,69,0,0,0,1,0,0,1,0,1,0,0,0.0,1,0.44971818179919376
38221,"doha, qatar",Qatar Exxon Mobil Open,2018-01-01,Outdoor,Hard,1st Round,3,Basilashvili N.,Fabbiano T.,59.0,73.0,826.0,701.0,6.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,1,1.0,12.0,7.0,19.0,0.631578947368421,55,254,33,0,0,0,1,0,0,1,0,1,0,0,0.0,1,0.39060362211911986
38222,"doha, qatar",Qatar Exxon Mobil Open,2018-01-01,Outdoor,Hard,1st Round,3,Tsitsipas S.,Mayer F.,91.0,69.0,606.0,718.0,4.0,6.0,7.0,5.0,6.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,1,0.6666666666666666,17.0,15.0,32.0,0.53125,898,579,33,0,0,0,1,0,0,1,0,1,0,0,0.0,1,0.37904509040274836
38223,"doha, qatar",Qatar Exxon Mobil Open,2018-01-01,Outdoor,Hard,1st Round,3,Mayer F.,Tsitsipas S.,69.0,91.0,718.0,606.0,6.0,4.0,5.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,2018,1,0.3333333333333333,15.0,17.0,32.0,0.46875,579,898,33,0,0,0,1,0,0,1,0,1,0,0,0.0,0,0.40521800633127447
38224,"doha, qatar",Qatar Exxon Mobil Open,2018-01-01,Outdoor,Hard,1st Round,3,Verdasco F.,Sela D.,35.0,68.0,1295.0,755.0,4.0,6.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,1,0.6666666666666666,16.0,10.0,26.0,0.6153846153846154,930,804,33,0,0,0,1,0,0,1,0,1,0,0,0.0,1,0.4844751592539858
38225,"brisbane, australia",Brisbane International,2018-01-01,Outdoor,Hard,1st Round,3,Tiafoe F.,Ebden M.,79.0,76.0,662.0,670.0,3.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,1,0.0,5.0,12.0,17.0,0.29411764705882354,882,231,26,0,0,0,1,0,0,1,0,1,0,0,0.0,0,0.46525319789466174
38226,"doha, qatar",Qatar Exxon Mobil Open,2018-01-01,Outdoor,Hard,1st Round,3,Fabbiano T.,Basilashvili N.,73.0,59.0,701.0,826.0,4.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,1,0.0,7.0,12.0,19.0,0.3684210526315789,254,55,33,0,0,0,1,0,0,1,0,1,0,0,0.0,0,0.393087810787452
38227,"brisbane, australia",Brisbane International,2018-01-01,Outdoor,Hard,1st Round,3,Harrison R.,Mayer L.,47.0,52.0,1010.0,909.0,6.0,4.0,3.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,1,0.6666666666666666,15.0,12.0,27.0,0.5555555555555556,365,580,26,0,0,0,1,0,0,1,0,1,0,0,0.0,1,0.43223196307373196
38228,"brisbane, australia",Brisbane International,2018-01-01,Outdoor,Hard,1st Round,3,Ebden M.,Tiafoe F.,76.0,79.0,670.0,662.0,6.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,1,1.0,12.0,5.0,17.0,0.7058823529411765,231,882,26,0,0,0,1,0,0,1,0,1,0,0,0.0,1,0.3938913512694975
38229,"brisbane, australia",Brisbane International,2018-01-01,Outdoor,Hard,1st Round,3,Donaldson J.,Thompson J.,54.0,94.0,890.0,593.0,6.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,1,1.0,12.0,6.0,18.0,0.6666666666666666,218,881,26,0,0,0,1,0,0,1,0,1,0,0,0.0,1,0.4395858908168717
38230,"pune,india",Tata Open,2018-01-01,Outdoor,Hard,1st Round,3,Sandgren T.,Simon G.,96.0,89.0,583.0,610.0,4.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,1,0.0,5.0,12.0,17.0,0.29411764705882354,784,823,69,0,0,0,1,0,0,1,0,1,0,0,0.0,0,0.4207044449014288
38231,"brisbane, australia",Brisbane International,2018-01-01,Outdoor,Hard,1st Round,3,Thompson J.,Donaldson J.,94.0,54.0,593.0,890.0,2.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,1,0.0,6.0,12.0,18.0,0.3333333333333333,881,218,26,0,0,0,1,0,0,1,0,1,0,0,0.0,0,0.3271981255607179
38232,"brisbane, australia",Brisbane International,2018-01-02,Outdoor,Hard,1st Round,3,Edmund K.,Shapovalov D.,50.0,51.0,992.0,981.0,6.0,7.0,7.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,1,0.6666666666666666,19.0,17.0,36.0,0.5277777777777778,235,814,26,0,0,0,1,0,0,1,0,1,0,0,0.0,1,0.47138407583799236
38233,"doha, qatar",Qatar Exxon Mobil Open,2018-01-02,Outdoor,Hard,1st Round,3,Struff J.L.,Berdych T.,53.0,19.0,898.0,2095.0,6.0,4.0,1.0,6.0,7.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,1,0.6666666666666666,14.0,16.0,30.0,0.4666666666666667,864,77,33,0,0,0,1,0,0,1,0,1,0,0,0.0,1,0.4039031944425512
38234,"pune,india",Tata Open,2018-01-02,Outdoor,Hard,1st Round,3,Haase R.,Kavcic B.,42.0,97.0,1130.0,581.0,7.0,6.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,1,1.0,14.0,11.0,25.0,0.56,351,428,69,0,0,0,1,0,0,1,0,1,0,0,0.0,1,0.3857040967946585
38235,"pune,india",Tata Open,2018-01-02,Outdoor,Hard,1st Round,3,Djere L.,Copil M.,88.0,93.0,612.0,601.0,5.0,7.0,6.0,4.0,7.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,1,0.6666666666666666,18.0,16.0,34.0,0.5294117647058824,209,158,69,0,0,0,1,0,0,1,0,1,0,0,0.0,1,0.3585856753848675
38236,"doha, qatar",Qatar Exxon Mobil Open,2018-01-02,Outdoor,Hard,1st Round,3,Jaziri M.,Bedene A.,98.0,49.0,580.0,993.0,5.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,1,0.0,6.0,13.0,19.0,0.3157894736842105,406,65,33,0,0,0,1,0,0,1,0,1,0,0,0.0,0,0.361174407250857
38237,"pune,india",Tata Open,2018-01-02,Outdoor,Hard,1st Round,3,Kavcic B.,Haase R.,97.0,42.0,581.0,1130.0,6.0,7.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,1,0.0,11.0,14.0,25.0,0.44,428,351,69,0,0,0,1,0,0,1,0,1,0,0,0.0,0,0.4253253054197429
38238,"doha, qatar",Qatar Exxon Mobil Open,2018-01-02,Outdoor,Hard,1st Round,3,Pella G.,Ramos-Vinolas A.,64.0,23.0,774.0,1845.0,2.0,6.0,7.0,5.0,7.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,1,0.6666666666666666,16.0,16.0,32.0,0.5,691,728,33,0,0,0,1,0,0,1,0,1,0,0,0.0,1,0.3305643461684477
38239,"brisbane, australia",Brisbane International,2018-01-02,Outdoor,Hard,1st Round,3,Chung H.,Muller G.,58.0,25.0,844.0,1695.0,6.0,3.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,1,1.0,13.0,9.0,22.0,0.5909090909090909,149,628,26,0,0,0,1,0,0,1,0,1,0,0,0.0,1,0.43769692534813565
38240,"pune,india",Tata Open,2018-01-02,Outdoor,Hard,1st Round,3,Copil M.,Djere L.,93.0,88.0,601.0,612.0,7.0,5.0,4.0,6.0,5.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,2018,1,0.3333333333333333,16.0,18.0,34.0,0.4705882352941176,158,209,69,0,0,0,1,0,0,1,0,1,0,0,0.0,0,0.3984808963345772
38241,"doha, qatar",Qatar Exxon Mobil Open,2018-01-02,Outdoor,Hard,1st Round,3,Monfils G.,Lorenzi P.,46.0,43.0,1015.0,1095.0,6.0,3.0,3.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,1,0.6666666666666666,15.0,13.0,28.0,0.5357142857142857,615,537,33,0,0,0,1,0,0,1,0,1,0,0,0.0,1,0.45920815795324277
38242,"brisbane, australia",Brisbane International,2018-01-02,Outdoor,Hard,1st Round,3,Istomin D.,Dzumhur D.,63.0,30.0,809.0,1391.0,6.0,7.0,6.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,1,0.6666666666666666,18.0,12.0,30.0,0.6,397,229,26,0,0,0,1,0,0,1,0,1,0,0,0.0,1,0.3326455868196863
38243,"brisbane, australia",Brisbane International,2018-01-02,Outdoor,Hard,1st Round,3,Dzumhur D.,Istomin D.,30.0,63.0,1391.0,809.0,7.0,6.0,3.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,2018,1,0.3333333333333333,12.0,18.0,30.0,0.4,229,397,26,0,0,0,1,0,0,1,0,1,0,0,0.0,0,0.41894247226349013
38244,"doha, qatar",Qatar Exxon Mobil Open,2018-01-02,Outdoor,Hard,1st Round,3,Gasquet R.,Estrella Burgos V.,31.0,83.0,1375.0,648.0,6.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,1,1.0,12.0,2.0,14.0,0.8571428571428571,291,248,33,0,0,0,1,0,0,1,0,1,0,0,0.0,1,0.6079386962329334
38245,"doha, qatar",Qatar Exxon Mobil Open,2018-01-02,Outdoor,Hard,1st Round,3,Gojowczyk P.,Krajinovic F.,60.0,34.0,817.0,1298.0,6.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,1,1.0,12.0,5.0,17.0,0.7058823529411765,312,473,33,0,0,0,1,0,0,1,0,1,0,0,0.0,1,0.3629539787907632
38246,"doha, qatar",Qatar Exxon Mobil Open,2018-01-02,Outdoor,Hard,1st Round,3,Lopez F.,Garcia-Lopez G.,36.0,70.0,1295.0,714.0,6.0,4.0,5.0,7.0,7.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,1,0.6666666666666666,18.0,17.0,35.0,0.5142857142857142,532,286,33,0,0,0,1,0,0,1,0,1,0,0,0.0,1,0.4408346746880345
38247,"doha, qatar",Qatar Exxon Mobil Open,2018-01-02,Outdoor,Hard,1st Round,3,Bedene A.,Jaziri M.,49.0,98.0,993.0,580.0,7.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,1,1.0,13.0,6.0,19.0,0.6842105263157895,65,406,33,0,0,0,1,0,0,1,0,1,0,0,0.0,1,0.3906225081419128
38248,"doha, qatar",Qatar Exxon Mobil Open,2018-01-02,Outdoor,Hard,1st Round,3,Carreno Busta P.,Coric B.,10.0,48.0,2615.0,1001.0,7.0,5.0,2.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,2018,1,0.3333333333333333,15.0,18.0,33.0,0.4545454545454545,130,162,33,0,0,0,1,0,0,1,0,1,0,0,0.0,0,0.4728643189080918
38249,"doha, qatar",Qatar Exxon Mobil Open,2018-01-02,Outdoor,Hard,1st Round,3,Garcia-Lopez G.,Lopez F.,70.0,36.0,714.0,1295.0,4.0,6.0,7.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,2018,1,0.3333333333333333,17.0,18.0,35.0,0.4857142857142857,286,532,33,0,0,0,1,0,0,1,0,1,0,0,0.0,0,0.4299023787554421
38250,"brisbane, australia",Brisbane International,2018-01-02,Outdoor,Hard,1st Round,3,Shapovalov D.,Edmund K.,51.0,50.0,981.0,992.0,7.0,6.0,6.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,2018,1,0.3333333333333333,17.0,19.0,36.0,0.4722222222222222,814,235,26,0,0,0,1,0,0,1,0,1,0,0,0.0,0,0.3771056385767742
38251,"doha, qatar",Qatar Exxon Mobil Open,2018-01-02,Outdoor,Hard,1st Round,3,Krajinovic F.,Gojowczyk P.,34.0,60.0,1298.0,817.0,4.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,1,0.0,5.0,12.0,17.0,0.29411764705882354,473,312,33,0,0,0,1,0,0,1,0,1,0,0,0.0,0,0.4337062960151383
38252,"doha, qatar",Qatar Exxon Mobil Open,2018-01-02,Outdoor,Hard,1st Round,3,Berdych T.,Struff J.L.,19.0,53.0,2095.0,898.0,4.0,6.0,6.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,2018,1,0.3333333333333333,16.0,14.0,30.0,0.5333333333333333,77,864,33,0,0,0,1,0,0,1,0,1,0,0,0.0,0,0.37045317164775254
38253,"doha, qatar",Qatar Exxon Mobil Open,2018-01-02,Outdoor,Hard,1st Round,3,Coric B.,Carreno Busta P.,48.0,10.0,1001.0,2615.0,5.0,7.0,6.0,2.0,7.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,1,0.6666666666666666,18.0,15.0,33.0,0.5454545454545454,162,130,33,0,0,0,1,0,0,1,0,1,0,0,0.0,1,0.42455327651484215
38254,"doha, qatar",Qatar Exxon Mobil Open,2018-01-02,Outdoor,Hard,1st Round,3,Estrella Burgos V.,Gasquet R.,83.0,31.0,648.0,1375.0,0.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,1,0.0,2.0,12.0,14.0,0.14285714285714285,248,291,33,0,0,0,1,0,0,1,0,1,0,0,0.0,0,0.32187431790335097
38255,"doha, qatar",Qatar Exxon Mobil Open,2018-01-02,Outdoor,Hard,1st Round,3,Ramos-Vinolas A.,Pella G.,23.0,64.0,1845.0,774.0,6.0,2.0,5.0,7.0,5.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,2018,1,0.3333333333333333,16.0,16.0,32.0,0.5,728,691,33,0,0,0,1,0,0,1,0,1,0,0,0.0,0,0.2753015843356952
38256,"doha, qatar",Qatar Exxon Mobil Open,2018-01-02,Outdoor,Hard,1st Round,3,Lorenzi P.,Monfils G.,43.0,46.0,1095.0,1015.0,3.0,6.0,6.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,2018,1,0.3333333333333333,13.0,15.0,28.0,0.4642857142857143,537,615,33,0,0,0,1,0,0,1,0,1,0,0,0.0,0,0.41439243153392724
38257,"brisbane, australia",Brisbane International,2018-01-02,Outdoor,Hard,1st Round,3,Muller G.,Chung H.,25.0,58.0,1695.0,844.0,3.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,1,0.0,9.0,13.0,22.0,0.4090909090909091,628,149,26,0,0,0,1,0,0,1,0,1,0,0,0.0,0,0.558669915813385
38258,"doha, qatar",Qatar Exxon Mobil Open,2018-01-03,Outdoor,Hard,2nd Round,3,Basilashvili N.,Coric B.,59.0,48.0,826.0,1001.0,1.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,1,0.0,4.0,12.0,16.0,0.25,55,162,33,0,1,0,1,0,0,1,0,1,0,0,0.0,0,0.39060362211911986
38259,"doha, qatar",Qatar Exxon Mobil Open,2018-01-03,Outdoor,Hard,2nd Round,3,Verdasco F.,Rublev A.,35.0,39.0,1295.0,1229.0,4.0,6.0,6.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,2018,1,0.3333333333333333,14.0,15.0,29.0,0.4827586206896552,930,764,33,0,1,0,1,0,0,1,0,1,0,0,0.0,0,0.4844751592539858
38260,"pune,india",Tata Open,2018-01-03,Outdoor,Hard,2nd Round,3,Fucsovics M.,Paire B.,85.0,41.0,630.0,1155.0,4.0,6.0,7.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,2018,1,0.3333333333333333,17.0,19.0,36.0,0.4722222222222222,275,680,69,0,1,0,1,0,0,1,0,1,0,0,0.0,0,0.40413422581625286
38261,"doha, qatar",Qatar Exxon Mobil Open,2018-01-03,Outdoor,Hard,2nd Round,3,Thiem D.,Bedene A.,5.0,49.0,4015.0,993.0,7.0,5.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,1,1.0,13.0,9.0,22.0,0.5909090909090909,879,65,33,0,1,0,1,0,0,1,0,1,0,0,0.0,1,0.521036008662156
38262,"doha, qatar",Qatar Exxon Mobil Open,2018-01-03,Outdoor,Hard,2nd Round,3,Bedene A.,Thiem D.,49.0,5.0,993.0,4015.0,5.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,1,0.0,9.0,13.0,22.0,0.4090909090909091,65,879,33,0,1,0,1,0,0,1,0,1,0,1,19.0,0,0.3153513630028871
38263,"pune,india",Tata Open,2018-01-03,Outdoor,Hard,2nd Round,3,Bautista Agut R.,Simon G.,20.0,89.0,2015.0,610.0,3.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,1,0.0,9.0,13.0,22.0,0.4090909090909091,57,823,69,0,1,0,1,0,0,1,0,1,0,0,0.0,0,0.6249105847359656
38264,"brisbane, australia",Brisbane International,2018-01-03,Outdoor,Hard,2nd Round,3,Kyrgios N.,Ebden M.,21.0,76.0,2010.0,670.0,6.0,7.0,7.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,1,0.6666666666666666,19.0,15.0,34.0,0.5588235294117647,497,231,26,0,1,0,1,0,0,1,0,1,0,0,0.0,1,0.4596409702367967
38265,"brisbane, australia",Brisbane International,2018-01-03,Outdoor,Hard,2nd Round,3,Ebden M.,Kyrgios N.,76.0,21.0,670.0,2010.0,7.0,6.0,6.0,7.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,2018,1,0.3333333333333333,15.0,19.0,34.0,0.4411764705882353,231,497,26,0,1,0,1,0,0,1,0,1,0,0,0.0,0,0.3938913512694975
38266,"doha, qatar",Qatar Exxon Mobil Open,2018-01-03,Outdoor,Hard,2nd Round,3,Struff J.L.,Monfils G.,53.0,46.0,898.0,1015.0,3.0,6.0,6.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,2018,1,0.3333333333333333,12.0,13.0,25.0,0.48,864,615,33,0,1,0,1,0,0,1,0,1,0,1,30.0,0,0.18482534299389047
38267,"doha, qatar",Qatar Exxon Mobil Open,2018-01-03,Outdoor,Hard,2nd Round,3,Monfils G.,Struff J.L.,46.0,53.0,1015.0,898.0,6.0,3.0,1.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,1,0.6666666666666666,13.0,12.0,25.0,0.52,615,864,33,0,1,0,1,0,0,1,0,1,0,1,28.0,1,0.5123565416758635
38268,"doha, qatar",Qatar Exxon Mobil Open,2018-01-03,Outdoor,Hard,2nd Round,3,Tsitsipas S.,Gasquet R.,91.0,31.0,606.0,1375.0,6.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,1,1.0,12.0,7.0,19.0,0.631578947368421,898,291,33,0,1,0,1,0,0,1,0,1,0,0,0.0,1,0.37904509040274836
38269,"pune,india",Tata Open,2018-01-03,Outdoor,Hard,2nd Round,3,Kukushkin M.,Djere L.,74.0,88.0,693.0,612.0,7.0,5.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,1,1.0,14.0,11.0,25.0,0.56,485,209,69,0,1,0,1,0,0,1,0,1,0,0,0.0,1,0.4082050763813373
38270,"pune,india",Tata Open,2018-01-03,Outdoor,Hard,2nd Round,3,Paire B.,Fucsovics M.,41.0,85.0,1155.0,630.0,6.0,4.0,6.0,7.0,7.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,1,0.6666666666666666,19.0,17.0,36.0,0.5277777777777778,680,275,69,0,1,0,1,0,0,1,0,1,0,0,0.0,1,0.35458516498887277
38271,"doha, qatar",Qatar Exxon Mobil Open,2018-01-03,Outdoor,Hard,2nd Round,3,Gasquet R.,Tsitsipas S.,31.0,91.0,1375.0,606.0,3.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,1,0.0,7.0,12.0,19.0,0.3684210526315789,291,898,33,0,1,0,1,0,0,1,0,1,0,1,14.0,0,0.542243156979139
38272,"pune,india",Tata Open,2018-01-03,Outdoor,Hard,2nd Round,3,Djere L.,Kukushkin M.,88.0,74.0,612.0,693.0,5.0,7.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,1,0.0,11.0,14.0,25.0,0.44,209,485,69,0,1,0,1,0,0,1,0,1,0,1,34.0,0,-0.9181911820866544
38273,"pune,india",Tata Open,2018-01-03,Outdoor,Hard,2nd Round,3,Simon G.,Bautista Agut R.,89.0,20.0,610.0,2015.0,6.0,3.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,1,1.0,13.0,9.0,22.0,0.5909090909090909,823,57,69,0,1,0,1,0,0,1,0,1,0,0,0.0,1,0.44971818179919376
38274,"doha, qatar",Qatar Exxon Mobil Open,2018-01-03,Outdoor,Hard,2nd Round,3,Rublev A.,Verdasco F.,39.0,35.0,1229.0,1295.0,6.0,4.0,3.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,1,0.6666666666666666,15.0,14.0,29.0,0.5172413793103449,764,930,33,0,1,0,1,0,0,1,0,1,0,0,0.0,1,0.415462937736947
38275,"doha, qatar",Qatar Exxon Mobil Open,2018-01-03,Outdoor,Hard,2nd Round,3,Coric B.,Basilashvili N.,48.0,59.0,1001.0,826.0,6.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,1,1.0,12.0,4.0,16.0,0.75,162,55,33,0,1,0,1,0,0,1,0,1,0,1,33.0,1,0.45698731882782795
38276,"brisbane, australia",Brisbane International,2018-01-04,Outdoor,Hard,2nd Round,3,Edmund K.,Chung H.,50.0,58.0,992.0,844.0,7.0,6.0,5.0,7.0,6.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,1,0.6666666666666666,18.0,17.0,35.0,0.5142857142857142,235,149,26,0,1,0,1,0,0,1,0,1,0,0,0.0,1,0.47138407583799236
38277,"doha, qatar",Qatar Exxon Mobil Open,2018-01-04,Outdoor,Hard,Quarterfinals,3,Coric B.,Rublev A.,48.0,39.0,1001.0,1229.0,3.0,6.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,1,0.0,8.0,13.0,21.0,0.3809523809523809,162,764,33,0,4,0,1,0,0,1,0,1,0,1,16.0,0,0.45288918346118107
38278,"pune,india",Tata Open,2018-01-04,Outdoor,Hard,Quarterfinals,3,Anderson K.,Kukushkin M.,14.0,74.0,2480.0,693.0,6.0,7.0,6.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,1,0.6666666666666666,18.0,13.0,31.0,0.5806451612903226,17,485,69,0,4,0,1,0,0,1,0,1,0,1,18.0,1,0.4716676326055663
38279,"pune,india",Tata Open,2018-01-04,Outdoor,Hard,Quarterfinals,3,Paire B.,Haase R.,41.0,42.0,1155.0,1130.0,7.0,5.0,2.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,1,0.6666666666666666,15.0,14.0,29.0,0.5172413793103449,680,351,69,0,4,0,1,0,0,1,0,1,0,1,36.0,1,0.3524185671515907
