index,Location1,Tournament,Date,Court,Surface,Round,Best of,Player1,Player2,P1Rank,P2Rank,P1Pts,P2Pts,P1_1,P2_1,P1_2,P2_2,P1_3,P2_3,P1_4,P2_4,P1_5,P2_5,P1_sets,P2_sets,year,month,set_win_pct,P1_games,P2_games,games_count,game_win_pct,p1_id,p2_id,location_id,month_id,round_id,indoor,outdoor,grass,clay,hard,carpet,bestof3,bestof5,match_last_night,games_last_night,match_win,pred_set_win
39665,"rome, italy",Internazionali BNL d'Italia,2018-05-14,Outdoor,Clay,1st Round,3,Djokovic N.,Dolgopolov O.,18.0,54.0,1905.0,966.0,6.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,5,1.0,12.0,4.0,16.0,0.75,211,216,71,4,0,0,1,0,1,0,0,1,0,0,0.0,1,0.44874324812573363
39666,"rome, italy",Internazionali BNL d'Italia,2018-05-15,Outdoor,Clay,1st Round,3,Verdasco F.,Dzumhur D.,34.0,31.0,1315.0,1415.0,3.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,5,0.0,4.0,12.0,16.0,0.25,930,229,71,4,0,0,1,0,1,0,0,1,0,0,0.0,0,0.4547312986640444
39667,"rome, italy",Internazionali BNL d'Italia,2018-05-15,Outdoor,Clay,1st Round,3,Dzumhur D.,Verdasco F.,31.0,34.0,1415.0,1315.0,6.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,5,1.0,12.0,4.0,16.0,0.75,229,930,71,4,0,0,1,0,1,0,0,1,0,0,0.0,1,0.370724801764004
39668,"rome, italy",Internazionali BNL d'Italia,2018-05-15,Outdoor,Clay,1st Round,3,Shapovalov D.,Berdych T.,29.0,17.0,1488.0,1980.0,1.0,6.0,6.0,3.0,7.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,5,0.6666666666666666,14.0,15.0,29.0,0.4827586206896552,814,77,71,4,0,0,1,0,1,0,0,1,0,0,0.0,1,0.45524990898644163
39669,"rome, italy",Internazionali BNL d'Italia,2018-05-15,Outdoor,Clay,1st Round,3,Seppi A.,Pouille L.,49.0,16.0,1020.0,1995.0,2.0,6.0,6.0,3.0,6.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,2018,5,0.3333333333333333,14.0,16.0,30.0,0.4666666666666667,805,707,71,4,0,0,1,0,1,0,0,1,0,0,0.0,0,0.38763948138055593
39670,"rome, italy",Internazionali BNL d'Italia,2018-05-15,Outdoor,Clay,2nd Round,3,Kohlschreiber P.,Sock J.,28.0,14.0,1530.0,2155.0,6.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,5,1.0,12.0,7.0,19.0,0.631578947368421,457,840,71,4,1,0,1,0,1,0,0,1,0,1,38.0,1,0.5559843623896837
39671,"rome, italy",Internazionali BNL d'Italia,2018-05-15,Outdoor,Clay,1st Round,3,Pouille L.,Seppi A.,16.0,49.0,1995.0,1020.0,6.0,2.0,3.0,6.0,7.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,5,0.6666666666666666,16.0,14.0,30.0,0.5333333333333333,707,805,71,4,0,0,1,0,1,0,0,1,0,0,0.0,1,0.4807264933441883
39672,"rome, italy",Internazionali BNL d'Italia,2018-05-15,Outdoor,Clay,2nd Round,3,Cecchinato M.,Goffin D.,73.0,10.0,778.0,2930.0,7.0,5.0,2.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,2018,5,0.3333333333333333,11.0,17.0,28.0,0.3928571428571429,135,310,71,4,1,0,1,0,1,0,0,1,0,1,30.0,0,-0.0372998213245066
39673,"rome, italy",Internazionali BNL d'Italia,2018-05-15,Outdoor,Clay,2nd Round,3,Sock J.,Kohlschreiber P.,14.0,28.0,2155.0,1530.0,4.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,5,0.0,7.0,12.0,19.0,0.3684210526315789,840,457,71,4,1,0,1,0,1,0,0,1,0,0,0.0,0,0.4291017367050348
39674,"rome, italy",Internazionali BNL d'Italia,2018-05-15,Outdoor,Clay,2nd Round,3,Goffin D.,Cecchinato M.,10.0,73.0,2930.0,778.0,5.0,7.0,6.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,5,0.6666666666666666,17.0,11.0,28.0,0.6071428571428571,310,135,71,4,1,0,1,0,1,0,0,1,0,1,15.0,1,0.4600682547590399
39675,"rome, italy",Internazionali BNL d'Italia,2018-05-15,Outdoor,Clay,1st Round,3,Jarry N.,Schwartzman D.,62.0,15.0,859.0,2130.0,4.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,5,0.0,5.0,12.0,17.0,0.29411764705882354,404,802,71,4,0,0,1,0,1,0,0,1,0,0,0.0,0,0.44443373383766216
39676,"rome, italy",Internazionali BNL d'Italia,2018-05-15,Outdoor,Clay,1st Round,3,Schwartzman D.,Jarry N.,15.0,62.0,2130.0,859.0,6.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,5,1.0,12.0,5.0,17.0,0.7058823529411765,802,404,71,4,0,0,1,0,1,0,0,1,0,0,0.0,1,0.40345641230041474
39677,"rome, italy",Internazionali BNL d'Italia,2018-05-15,Outdoor,Clay,1st Round,3,Berdych T.,Shapovalov D.,17.0,29.0,1980.0,1488.0,6.0,1.0,3.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,2018,5,0.3333333333333333,15.0,14.0,29.0,0.5172413793103449,77,814,71,4,0,0,1,0,1,0,0,1,0,0,0.0,0,0.43725271436001745
39678,"rome, italy",Internazionali BNL d'Italia,2018-05-16,Outdoor,Clay,2nd Round,3,Nishikori K.,Dimitrov G.,24.0,4.0,1665.0,4870.0,6.0,7.0,7.0,5.0,6.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,5,0.6666666666666666,19.0,16.0,35.0,0.5428571428571428,656,208,71,4,1,0,1,0,1,0,0,1,0,0,0.0,1,0.5554102618107284
39679,"rome, italy",Internazionali BNL d'Italia,2018-05-16,Outdoor,Clay,2nd Round,3,Shapovalov D.,Haase R.,29.0,44.0,1488.0,1120.0,7.0,6.0,6.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,5,0.6666666666666666,19.0,16.0,35.0,0.5428571428571428,814,351,71,4,1,0,1,0,1,0,0,1,0,1,29.0,1,0.7376636797461223
39680,"rome, italy",Internazionali BNL d'Italia,2018-05-16,Outdoor,Clay,2nd Round,3,Thiem D.,Fognini F.,8.0,21.0,3545.0,1805.0,4.0,6.0,6.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,2018,5,0.3333333333333333,13.0,13.0,26.0,0.5,879,270,71,4,1,0,1,0,1,0,0,1,0,0,0.0,0,0.6378031668251607
39681,"rome, italy",Internazionali BNL d'Italia,2018-05-16,Outdoor,Clay,2nd Round,3,Dimitrov G.,Nishikori K.,4.0,24.0,4870.0,1665.0,7.0,6.0,5.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,2018,5,0.3333333333333333,16.0,19.0,35.0,0.4571428571428571,208,656,71,4,1,0,1,0,1,0,0,1,0,0,0.0,0,0.41064956415702986
39682,"rome, italy",Internazionali BNL d'Italia,2018-05-16,Outdoor,Clay,2nd Round,3,Johnson S.,Carreno Busta P.,48.0,11.0,1020.0,2280.0,4.0,6.0,6.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,2018,5,0.3333333333333333,14.0,14.0,28.0,0.5,412,130,71,4,1,0,1,0,1,0,0,1,0,0,0.0,0,0.34928597894646074
39683,"rome, italy",Internazionali BNL d'Italia,2018-05-16,Outdoor,Clay,2nd Round,3,Carreno Busta P.,Johnson S.,11.0,48.0,2280.0,1020.0,6.0,4.0,2.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,5,0.6666666666666666,14.0,14.0,28.0,0.5,130,412,71,4,1,0,1,0,1,0,0,1,0,0,0.0,1,0.5004378251131929
39684,"rome, italy",Internazionali BNL d'Italia,2018-05-16,Outdoor,Clay,2nd Round,3,Basilashvili N.,Djokovic N.,74.0,18.0,767.0,1905.0,4.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,5,0.0,6.0,12.0,18.0,0.3333333333333333,55,211,71,4,1,0,1,0,1,0,0,1,0,1,30.0,0,0.42496210712500443
39685,"rome, italy",Internazionali BNL d'Italia,2018-05-16,Outdoor,Clay,2nd Round,3,Djokovic N.,Basilashvili N.,18.0,74.0,1905.0,767.0,6.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,5,1.0,12.0,6.0,18.0,0.6666666666666666,211,55,71,4,1,0,1,0,1,0,0,1,0,0,0.0,1,0.44874324812573363
39686,"rome, italy",Internazionali BNL d'Italia,2018-05-16,Outdoor,Clay,2nd Round,3,Isner J.,Ramos-Vinolas A.,9.0,41.0,3305.0,1180.0,7.0,6.0,6.0,7.0,6.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,2018,5,0.3333333333333333,19.0,20.0,39.0,0.4871794871794872,395,728,71,4,1,0,1,0,1,0,0,1,0,0,0.0,0,0.3856965658419622
39687,"rome, italy",Internazionali BNL d'Italia,2018-05-16,Outdoor,Clay,2nd Round,3,Fognini F.,Thiem D.,21.0,8.0,1805.0,3545.0,6.0,4.0,1.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,5,0.6666666666666666,13.0,13.0,26.0,0.5,270,879,71,4,1,0,1,0,1,0,0,1,0,0,0.0,1,0.4342790637004398
39688,"rome, italy",Internazionali BNL d'Italia,2018-05-16,Outdoor,Clay,2nd Round,3,Nadal R.,Dzumhur D.,2.0,31.0,7950.0,1415.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,5,1.0,12.0,1.0,13.0,0.9230769230769232,638,229,71,4,1,0,1,0,1,0,0,1,0,0,0.0,1,0.3983973752777066
39689,"rome, italy",Internazionali BNL d'Italia,2018-05-16,Outdoor,Clay,2nd Round,3,Schwartzman D.,Paire B.,15.0,52.0,2130.0,975.0,6.0,2.0,4.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,2018,5,0.3333333333333333,12.0,14.0,26.0,0.4615384615384616,802,680,71,4,1,0,1,0,1,0,0,1,0,1,17.0,0,0.3485027888364568
39690,"rome, italy",Internazionali BNL d'Italia,2018-05-16,Outdoor,Clay,2nd Round,3,Edmund K.,Pouille L.,19.0,16.0,1905.0,1995.0,6.0,2.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,5,1.0,13.0,8.0,21.0,0.6190476190476191,235,707,71,4,1,0,1,0,1,0,0,1,0,0,0.0,1,0.4665968397520295
39691,"rome, italy",Internazionali BNL d'Italia,2018-05-16,Outdoor,Clay,2nd Round,3,Pouille L.,Edmund K.,16.0,19.0,1995.0,1905.0,2.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,5,0.0,8.0,13.0,21.0,0.3809523809523809,707,235,71,4,1,0,1,0,1,0,0,1,0,1,30.0,0,0.631537180111619
39692,"rome, italy",Internazionali BNL d'Italia,2018-05-16,Outdoor,Clay,2nd Round,3,Paire B.,Schwartzman D.,52.0,15.0,975.0,2130.0,2.0,6.0,6.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,5,0.6666666666666666,14.0,12.0,26.0,0.5384615384615384,680,802,71,4,1,0,1,0,1,0,0,1,0,0,0.0,1,0.45122227575873286
39693,"rome, italy",Internazionali BNL d'Italia,2018-05-16,Outdoor,Clay,2nd Round,3,Haase R.,Shapovalov D.,44.0,29.0,1120.0,1488.0,6.0,7.0,7.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,2018,5,0.3333333333333333,16.0,19.0,35.0,0.4571428571428571,351,814,71,4,1,0,1,0,1,0,0,1,0,0,0.0,0,0.4178332930059141
39694,"rome, italy",Internazionali BNL d'Italia,2018-05-16,Outdoor,Clay,2nd Round,3,Harrison R.,Cilic M.,57.0,5.0,920.0,4770.0,7.0,6.0,1.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,2018,5,0.3333333333333333,14.0,19.0,33.0,0.42424242424242425,365,151,71,4,1,0,1,0,1,0,0,1,0,0,0.0,0,0.4336286760579665
39695,"rome, italy",Internazionali BNL d'Italia,2018-05-16,Outdoor,Clay,2nd Round,3,Ramos-Vinolas A.,Isner J.,41.0,9.0,1180.0,3305.0,6.0,7.0,7.0,6.0,7.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,5,0.6666666666666666,20.0,19.0,39.0,0.5128205128205128,728,395,71,4,1,0,1,0,1,0,0,1,0,0,0.0,1,0.5121327815711841
39696,"rome, italy",Internazionali BNL d'Italia,2018-05-16,Outdoor,Clay,2nd Round,3,Dzumhur D.,Nadal R.,31.0,2.0,1415.0,7950.0,1.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,5,0.0,1.0,12.0,13.0,0.07692307692307693,229,638,71,4,1,0,1,0,1,0,0,1,0,1,16.0,0,0.5125863857303427
39697,"rome, italy",Internazionali BNL d'Italia,2018-05-16,Outdoor,Clay,2nd Round,3,Cilic M.,Harrison R.,5.0,57.0,4770.0,920.0,6.0,7.0,6.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,5,0.6666666666666666,19.0,14.0,33.0,0.5757575757575758,151,365,71,4,1,0,1,0,1,0,0,1,0,0,0.0,1,0.41608788297876176
39698,"rome, italy",Internazionali BNL d'Italia,2018-05-16,Outdoor,Clay,2nd Round,3,Del Potro J.M.,Tsitsipas S.,6.0,43.0,4540.0,1162.0,7.0,5.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,5,1.0,13.0,8.0,21.0,0.6190476190476191,194,898,71,4,1,0,1,0,1,0,0,1,0,0,0.0,1,0.4292561191574171
39699,"rome, italy",Internazionali BNL d'Italia,2018-05-17,Outdoor,Clay,3rd Round,3,Nishikori K.,Kohlschreiber P.,24.0,28.0,1665.0,1530.0,6.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,5,1.0,12.0,3.0,15.0,0.8,656,457,71,4,2,0,1,0,1,0,0,1,0,1,35.0,1,0.44904930748439426
39700,"rome, italy",Internazionali BNL d'Italia,2018-05-17,Outdoor,Clay,3rd Round,3,Gojowczyk P.,Fognini F.,53.0,21.0,973.0,1805.0,4.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,5,0.0,8.0,12.0,20.0,0.4,312,270,71,4,2,0,1,0,1,0,0,1,0,0,0.0,0,0.36341681637253415
39701,"rome, italy",Internazionali BNL d'Italia,2018-05-17,Outdoor,Clay,3rd Round,3,Carreno Busta P.,Bedene A.,11.0,65.0,2280.0,830.0,6.0,4.0,6.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,5,0.6666666666666666,18.0,13.0,31.0,0.5806451612903226,130,65,71,4,2,0,1,0,1,0,0,1,0,1,28.0,1,0.4515402177333061
39702,"rome, italy",Internazionali BNL d'Italia,2018-05-17,Outdoor,Clay,3rd Round,3,Fognini F.,Gojowczyk P.,21.0,53.0,1805.0,973.0,6.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,5,1.0,12.0,8.0,20.0,0.6,270,312,71,4,2,0,1,0,1,0,0,1,0,1,26.0,1,0.49372295317644266
39703,"rome, italy",Internazionali BNL d'Italia,2018-05-17,Outdoor,Clay,3rd Round,3,Zverev A.,Edmund K.,3.0,19.0,6015.0,1905.0,7.0,5.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,5,1.0,14.0,11.0,25.0,0.56,999,235,71,4,2,0,1,0,1,0,0,1,0,1,20.0,1,0.5633502435573454
39704,"rome, italy",Internazionali BNL d'Italia,2018-05-17,Outdoor,Clay,3rd Round,3,Djokovic N.,Ramos-Vinolas A.,18.0,41.0,1905.0,1180.0,6.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,5,1.0,13.0,6.0,19.0,0.6842105263157895,211,728,71,4,2,0,1,0,1,0,0,1,0,1,18.0,1,0.7087621714658315
39705,"rome, italy",Internazionali BNL d'Italia,2018-05-17,Outdoor,Clay,3rd Round,3,Cilic M.,Paire B.,5.0,52.0,4770.0,975.0,6.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,5,1.0,12.0,7.0,19.0,0.631578947368421,151,680,71,4,2,0,1,0,1,0,0,1,0,1,33.0,1,0.5550430536331241
39706,"rome, italy",Internazionali BNL d'Italia,2018-05-17,Outdoor,Clay,3rd Round,3,Ramos-Vinolas A.,Djokovic N.,41.0,18.0,1180.0,1905.0,1.0,6.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,5,0.0,6.0,13.0,19.0,0.3157894736842105,728,211,71,4,2,0,1,0,1,0,0,1,0,1,39.0,0,0.5627620249607188
39707,"rome, italy",Internazionali BNL d'Italia,2018-05-17,Outdoor,Clay,3rd Round,3,Edmund K.,Zverev A.,19.0,3.0,1905.0,6015.0,5.0,7.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,5,0.0,11.0,14.0,25.0,0.44,235,999,71,4,2,0,1,0,1,0,0,1,0,1,21.0,0,0.4254437127613345
39708,"rome, italy",Internazionali BNL d'Italia,2018-05-17,Outdoor,Clay,3rd Round,3,Paire B.,Cilic M.,52.0,5.0,975.0,4770.0,3.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,5,0.0,7.0,12.0,19.0,0.3684210526315789,680,151,71,4,2,0,1,0,1,0,0,1,0,1,26.0,0,0.3388432945363311
39709,"rome, italy",Internazionali BNL d'Italia,2018-05-17,Outdoor,Clay,3rd Round,3,Shapovalov D.,Nadal R.,29.0,2.0,1488.0,7950.0,4.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,5,0.0,5.0,12.0,17.0,0.29411764705882354,814,638,71,4,2,0,1,0,1,0,0,1,0,1,35.0,0,0.8081262692983022
39710,"rome, italy",Internazionali BNL d'Italia,2018-05-17,Outdoor,Clay,3rd Round,3,Goffin D.,Del Potro J.M.,10.0,6.0,2930.0,4540.0,6.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018,5,1.0,10.0,7.0,17.0,0.5882352941176471,310,194,71,4,2,0,1,0,1,0,0,1,0,0,0.0,1,0.45799430635704547
39711,"rome, italy",Internazionali BNL d'Italia,2018-05-17,Outdoor,Clay,3rd Round,3,Nadal R.,Shapovalov D.,2.0,29.0,7950.0,1488.0,6.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,5,1.0,12.0,5.0,17.0,0.7058823529411765,638,814,71,4,2,0,1,0,1,0,0,1,0,1,13.0,1,0.5760801110265992
39712,"rome, italy",Internazionali BNL d'Italia,2018-05-17,Outdoor,Clay,3rd Round,3,Del Potro J.M.,Goffin D.,6.0,10.0,4540.0,2930.0,2.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2018,5,0.0,7.0,10.0,17.0,0.4117647058823529,194,310,71,4,2,0,1,0,1,0,0,1,0,1,21.0,0,0.7098560345137899
39713,"rome, italy",Internazionali BNL d'Italia,2018-05-17,Outdoor,Clay,3rd Round,3,Kohlschreiber P.,Nishikori K.,28.0,24.0,1530.0,1665.0,1.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,5,0.0,3.0,12.0,15.0,0.2,457,656,71,4,2,0,1,0,1,0,0,1,0,0,0.0,0,0.42716162763564425
39714,"rome, italy",Internazionali BNL d'Italia,2018-05-18,Outdoor,Clay,Quarterfinals,3,Goffin D.,Zverev A.,10.0,3.0,2930.0,6015.0,4.0,6.0,6.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,2018,5,0.3333333333333333,13.0,15.0,28.0,0.4642857142857143,310,999,71,4,4,0,1,0,1,0,0,1,0,1,17.0,0,0.46667278334202383
39715,"rome, italy",Internazionali BNL d'Italia,2018-05-18,Outdoor,Clay,Quarterfinals,3,Nadal R.,Fognini F.,2.0,21.0,7950.0,1805.0,4.0,6.0,6.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,5,0.6666666666666666,16.0,9.0,25.0,0.64,638,270,71,4,4,0,1,0,1,0,0,1,0,1,17.0,1,0.6373517777423459
39716,"rome, italy",Internazionali BNL d'Italia,2018-05-18,Outdoor,Clay,Quarterfinals,3,Cilic M.,Carreno Busta P.,5.0,11.0,4770.0,2280.0,6.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,5,1.0,12.0,6.0,18.0,0.6666666666666666,151,130,71,4,4,0,1,0,1,0,0,1,0,1,19.0,1,0.5415263519050874
39717,"rome, italy",Internazionali BNL d'Italia,2018-05-18,Outdoor,Clay,Quarterfinals,3,Djokovic N.,Nishikori K.,18.0,24.0,1905.0,1665.0,2.0,6.0,6.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,5,0.6666666666666666,14.0,10.0,24.0,0.5833333333333334,211,656,71,4,4,0,1,0,1,0,0,1,0,1,19.0,1,0.7161156909599978
39718,"rome, italy",Internazionali BNL d'Italia,2018-05-18,Outdoor,Clay,Quarterfinals,3,Carreno Busta P.,Cilic M.,11.0,5.0,2280.0,4770.0,3.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,5,0.0,6.0,12.0,18.0,0.3333333333333333,130,151,71,4,4,0,1,0,1,0,0,1,0,1,31.0,0,0.4481494129495278
39719,"rome, italy",Internazionali BNL d'Italia,2018-05-18,Outdoor,Clay,Quarterfinals,3,Nishikori K.,Djokovic N.,24.0,18.0,1665.0,1905.0,6.0,2.0,1.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,2018,5,0.3333333333333333,10.0,14.0,24.0,0.4166666666666667,656,211,71,4,4,0,1,0,1,0,0,1,0,1,15.0,0,0.3294325617561539
39720,"rome, italy",Internazionali BNL d'Italia,2018-05-18,Outdoor,Clay,Quarterfinals,3,Fognini F.,Nadal R.,21.0,2.0,1805.0,7950.0,6.0,4.0,1.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,2018,5,0.3333333333333333,9.0,16.0,25.0,0.36,270,638,71,4,4,0,1,0,1,0,0,1,0,1,20.0,0,0.4842634667283453
39721,"rome, italy",Internazionali BNL d'Italia,2018-05-18,Outdoor,Clay,Quarterfinals,3,Zverev A.,Goffin D.,3.0,10.0,6015.0,2930.0,6.0,4.0,3.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,5,0.6666666666666666,15.0,13.0,28.0,0.5357142857142857,999,310,71,4,4,0,1,0,1,0,0,1,0,1,25.0,1,0.5939433406646535
39722,"rome, italy",Internazionali BNL d'Italia,2018-05-19,Outdoor,Clay,Semifinals,3,Cilic M.,Zverev A.,5.0,3.0,4770.0,6015.0,6.0,7.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,5,0.0,11.0,14.0,25.0,0.44,151,999,71,4,6,0,1,0,1,0,0,1,0,1,18.0,0,0.5406584335017752
39723,"rome, italy",Internazionali BNL d'Italia,2018-05-19,Outdoor,Clay,Semifinals,3,Djokovic N.,Nadal R.,18.0,2.0,1905.0,7950.0,6.0,7.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,5,0.0,9.0,13.0,22.0,0.4090909090909091,211,638,71,4,6,0,1,0,1,0,0,1,0,1,24.0,0,0.7517290716419291
39724,"rome, italy",Internazionali BNL d'Italia,2018-05-19,Outdoor,Clay,Semifinals,3,Nadal R.,Djokovic N.,2.0,18.0,7950.0,1905.0,7.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,5,1.0,13.0,9.0,22.0,0.5909090909090909,638,211,71,4,6,0,1,0,1,0,0,1,0,1,25.0,1,0.7598951111738406
39725,"rome, italy",Internazionali BNL d'Italia,2018-05-19,Outdoor,Clay,Semifinals,3,Zverev A.,Cilic M.,3.0,5.0,6015.0,4770.0,7.0,6.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018,5,1.0,14.0,11.0,25.0,0.56,999,151,71,4,6,0,1,0,1,0,0,1,0,1,28.0,1,0.6101456718647089
39726,"lyon, france",Lyon Open,2018-05-20,Outdoor,Clay,1st Round,3,Delbonis F.,Albot R.,66.0,97.0,835.0,626.0,7.0,6.0,5.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,2018,5,0.3333333333333333,16.0,19.0,35.0,0.4571428571428571,195,6,48,4,0,0,1,0,1,0,0,1,0,0,0.0,0,0.45105442646503846
39727,"geneva,switzerland",Geneva Open,2018-05-20,Outdoor,Clay,1st Round,3,Zverev M.,Basic M.,52.0,82.0,1012.0,697.0,7.0,5.0,3.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,2018,5,0.3333333333333333,14.0,17.0,31.0,0.4516129032258064,1000,54,35,4,0,0,1,0,1,0,0,1,0,0,0.0,0,0.3371751055228308
39728,"geneva,switzerland",Geneva Open,2018-05-20,Outdoor,Clay,1st Round,3,Basic M.,Zverev M.,82.0,52.0,697.0,1012.0,5.0,7.0,6.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,5,0.6666666666666666,17.0,14.0,31.0,0.5483870967741935,54,1000,35,4,0,0,1,0,1,0,0,1,0,0,0.0,1,0.39315240414482067
39729,"geneva,switzerland",Geneva Open,2018-05-20,Outdoor,Clay,1st Round,3,Cecchinato M.,Seppi A.,72.0,51.0,806.0,1020.0,5.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2018,5,0.0,9.0,13.0,22.0,0.4090909090909091,135,805,35,4,0,0,1,0,1,0,0,1,0,0,0.0,0,0.4210076844073131
39730,"lyon, france",Lyon Open,2018-05-20,Outdoor,Clay,1st Round,3,Albot R.,Delbonis F.,97.0,66.0,626.0,835.0,6.0,7.0,7.0,5.0,6.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,5,0.6666666666666666,19.0,16.0,35.0,0.5428571428571428,6,195,48,4,0,0,1,0,1,0,0,1,0,0,0.0,1,0.4557491873169715
39731,"rome, italy",Internazionali BNL d'Italia,2018-05-20,Outdoor,Clay,The Final,3,Nadal R.,Zverev A.,2.0,3.0,7950.0,6015.0,6.0,1.0,1.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,2018,5,0.6666666666666666,13.0,10.0,23.0,0.5652173913043478,638,999,71,4,7,0,1,0,1,0,0,1,0,1,22.0,1,0.7139413611370302
